X,Y,OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS
173.2393949,-41.5786031,2029,Chalice–Goulter Track,Follow the Goulter River from Lake Chalice.,Advanced,2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/D004FCD6-2BF9-4630-88EC-9EC9B9CBC344.aspx,2018-06-22T04:19:31.000Z
172.6572018,-43.78540257,2030,Christchurch - Little River Railtrail,The whole 44 km-long walkway and cycleway runs from Hornby (Ōtautahi/Christchurch) to Little River on Banks Peninsula. Easy grades makes this walk or ride suitable for young children and family groups.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18102/christchurch-little-river-railtrail-1200.jpg,https://www.doc.govt.nz/link/C68BD6A5-A00D-4242-940E-21ACEC0AFA20.aspx,2018-06-22T04:19:31.000Z
171.2522057,-43.89541668,2031,Clarke Flat & Te Wanahu Flat tracks,Discover a variety of vegetation and a waterfall on these walks - shorter options are suitable for children.,"Easiest,Easy,Advanced",Various times up to 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/164516/acland-falls-220.jpg,https://www.doc.govt.nz/link/2FD41C4B-B09E-4232-AD2E-251203670C4A.aspx,2018-06-22T04:19:31.000Z
174.9630636,-41.32338931,2032,Clay Ridge Track,Climb up to Mt McKerrow for a great view of Wellington harbour and the surrounding hills near the top.,Advanced,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19673/clay-ridge-1200.jpg,https://www.doc.govt.nz/link/13F878A0-C7E1-4E5A-ABA5-EEC0D4E15DBB.aspx,2018-06-22T04:19:31.000Z
169.4778811,-44.91238084,2033,Cloudy Peak Track,"The Cloudy Peak Track from its 1526 m high point, provides fantastic views of the Upper Clutha plains and peaks of the Lindis and St Bathans ranges.",Advanced,4 - 6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/82938/cloudy-peak-track-1200.jpg,https://www.doc.govt.nz/link/BFCEC559-BFD8-4818-84C9-12EB561C3F85.aspx,2018-06-22T04:19:31.000Z
172.6953627,-41.18224481,2034,Cloustons Mine Track,Walk this track as part of a day walk circuit from Flora car park.,Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/6A710164-5341-4E06-A451-DF8A7DE43473.aspx,2018-06-22T04:19:31.000Z
171.2616875,-42.40842991,2035,Coal Creek Track,Enjoy the lovely bush walk down to the impressive Coal Creek Falls. A nice place to cool off with a swim in the hot summer months.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/48929/coal-creek-falls-220.jpg,https://www.doc.govt.nz/link/C471018E-B424-4A8F-9F5B-1BC3B4E60FAA.aspx,2018-06-22T04:19:31.000Z
172.660372,-41.12820864,2036,Cobb Ridge Route,Enjoy views of Cobb Reservoir from this track that runs along the ridge above.,Expert,6 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/70291/cobb-walks-hero.jpg,https://www.doc.govt.nz/link/6E45E539-BABD-4E38-8047-5AAACF61A9C1.aspx,2018-06-22T04:19:31.000Z
172.5660123,-41.09024989,2037,Cobb valley tracks,The Cobb valley provides options for day and overnight walks with a river and an historic hut to keep kids entertained.,Advanced,4 - 5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/151939/fenella-tarn-1200.jpg,https://www.doc.govt.nz/link/BE6C0278-988D-4094-83E2-CEEFEE478D70.aspx,2018-06-22T04:19:32.000Z
169.4109627,-44.93583575,2038,Come in Time Battery Walk,Walk to an old mine entrance and a restored battery - there are other relics from gold mining days as well so plenty to keep kids entertained.,Easy,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20086/come-in-time-battery-223.jpg,https://www.doc.govt.nz/link/19061EFF-4559-4EDA-9D65-967588437ED4.aspx,2018-06-22T04:19:32.000Z
176.2860563,-39.48880776,2039,Comet Road end to Shutes Hut,"From Comet Road End take a 2-3 hour walk to historic Shutes Hut, built in 1920 for rabbiters and musterers to use.",Advanced,2-3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19588/comet-road-end-1200.jpg,https://www.doc.govt.nz/link/28A05FF5-2690-4F8C-BC60-DA59B681BE3E.aspx,2018-06-22T04:19:32.000Z
178.3269359,-38.3827811,2040,Cooks Cove Walkway,"Walk to Cooks Cove where Captain James Cook stopped in 1769 as part of his circumnavigation of New Zealand - with information panels, a hole-in-the-wall, and a safe cove to swim in, this walk is a good option for children.",Easy,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18328/cooks-cove.jpg,https://www.doc.govt.nz/link/9D446D4C-C927-47DA-A843-91C36472CB8A.aspx,2018-06-22T04:19:32.000Z
169.8797173,-43.6102812,2041,Copland Track to Welcome Flat Hut,"This popular tramp gives a glimpse of Westland’s spectacular forest, river and mountain scenery, with natural hot pools at Welcome Flat an added attraction.


",Intermediate,7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/59577/Copland-View-to-Copland-Bridge-223.jpg,https://www.doc.govt.nz/link/A790C4E8-CA84-4EC4-A132-358E8CE9B4C5.aspx,2018-06-22T04:19:32.000Z
175.880748,-40.24000213,2042,Coppermine Road End tramping tracks,You can get to Wharite Peak Track and Coppermine Track from Coppermine Road End in  Eastern Ruahine Forest Park.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19844/coppermine-223.jpg,https://www.doc.govt.nz/link/F222D545-381F-47AF-83D8-649E39B9CF60.aspx,2018-06-22T04:19:32.000Z
175.4117957,-36.49652763,2043,Coromandel Walkway and mountain bike track,Walk or mountain bike between Fletcher Bay and Stony Bay. ,Easy,7 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11868/coro-walkway-1200.jpg,https://www.doc.govt.nz/link/5D94A8F9-3815-4FD1-AD50-8475AC07AF4D.aspx,2018-06-22T04:19:32.000Z
169.193467,-44.495988,2044,Craig Burn Track,Read about the gold mining history of the area at the carpark then walk to a pleasant picnic spot. ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/170503/matatiaho-1200.jpg,https://www.doc.govt.nz/link/1482AFC2-A567-472C-8FFD-D4412E211A4D.aspx,2018-06-22T04:19:32.000Z
171.3782066,-42.28994445,2045,Croesus Track,"Croesus Track is one of the finest surviving examples of a miners' track (1881) on the West Coast. Visitors can also experience what life was like for miners by staying in historic Croesus Top Hut, or by visiting the Garden Gully Hut.",Advanced,1-2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18416/croesus-track-1200.jpg,https://www.doc.govt.nz/link/EE4FF029-45E5-4273-B96B-949984975DAD.aspx,2018-06-22T04:19:32.000Z
175.7364854,-37.42799613,2046,Crown Track to Dickey's Flat,Take this short walk through historic mining country through to the Dickey Flat Campsite.,Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19957/crown-track-390.jpg,https://www.doc.govt.nz/link/40B36295-E2B4-456B-902F-9BCE486E57FF.aspx,2018-06-22T04:19:33.000Z
168.8504555,-46.05917604,2047,Croydon Bush tracks,There are several tramping opportunities available in Croydon Bush Scenic Reserve.,"Easy,Advanced",30 m - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17135/croydon-bush-walk-600.jpg,https://www.doc.govt.nz/link/80DBCC46-46A1-4F8C-8A42-5471A09A8DB8.aspx,2018-06-22T04:19:33.000Z
168.6767714,-44.83463472,2048,Crystal Battery Track,"Retrace the miners’ daily walk from their homes in Skippers to the Crystal Mine, their workplace in the 1930s and 40s.",Intermediate,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/21545/crystal-battery.jpg,https://www.doc.govt.nz/link/18C96E43-B15B-4E72-A5DA-442B3A70346A.aspx,2018-06-22T04:19:33.000Z
173.779795,-41.26770498,2049,Cullen Point tracks,Walk the beautiful loop track for views of Pelorus Sound and Havelock and the short lookout track for views of Mahua Sound.,"Easiest,Easy",10 min and 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/150021/view-from-cullen-point-gallery.jpg,https://www.doc.govt.nz/link/3FF8DB68-624C-4737-AAB9-0FF9C2795D5E.aspx,2018-06-22T04:19:33.000Z
174.1100016,-39.29408601,2050,Curtis Falls Track,Walk to Curtis Falls and enjoy a dip in the shallow pool beneath the falls.,Advanced,2–3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26096/curtis-falls-2-220.jpg,https://www.doc.govt.nz/link/066DCC5A-C245-4894-A7AA-F25C5DF65A65.aspx,2018-06-22T04:19:33.000Z
174.1078309,-39.31681733,2051,Dawson Falls - Stratford Plateau tracks,Walk one way from Dawson Falls to Stratford Plateau or complete a circuit back to Dawson Falls.,Advanced,1 hr 20 min one way | 3 hr 30 min - 4 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/CECC2BB5-17EC-4579-9B50-85EA41461949.aspx,2018-06-22T04:19:33.000Z
174.1058358,-39.32500101,2052,Dawson Falls short walks,Walk to the one of the world's oldest continuously operating generators or to Dawson Falls (18 m).,Easiest,5 min one way | 10 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26082/dawson-falls-1920.jpg,https://www.doc.govt.nz/link/7442BC69-B841-4F83-A2E9-339AA79DCE2C.aspx,2018-06-22T04:19:33.000Z
174.1014366,-39.31940414,2053,Dawson Falls walking tracks,"Walk to a picturesque, 18 m waterfall or through goblin forest to lava-formed pools that are good for a dip - these tracks are suitable for children and have plenty to keep them interested.",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26084/wilkies-pools-220.jpg,https://www.doc.govt.nz/link/C2F704F9-8B6B-4486-BCC7-F34E5B392DA9.aspx,2018-06-22T04:19:33.000Z
168.1535428,-44.7443979,2054,Deadmans Track,This challenging tramping route from the Hollyford Road climbs the slope to meet the Routeburn Track near Harris Saddle.,Expert,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63433/deadmans-creek-track-sign-223.jpg,https://www.doc.govt.nz/link/9F6C3177-6249-40DD-A19F-27B77E6C3D12.aspx,2018-06-22T04:19:33.000Z
170.356162,-44.64318997,2055,Deep Stream Track,Walk within a flooded canyon to a shady picnic or fishing spot near Lake Aviemore in the Waitaki Valley.,Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/123916/deep-stream-track-565.jpg,https://www.doc.govt.nz/link/790CD137-A270-45D8-9B6D-8373DF31394B.aspx,2018-06-22T04:19:34.000Z
176.0177115,-39.98599068,2056,Deerford Track to Makiekie Creek,Walk to picturesque Makiekie Creek for a picnic and a paddle.,Advanced,1 hr 30 min return or 3-4 hr full circuit,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/5525DCC3-77E0-4EFB-9438-C346F3BB82AE.aspx,2018-06-22T04:19:34.000Z
176.2206607,-40.90463048,2057,Deliverance Cove Track,The two possible routes on this Castlepoint walk offer spectacular views as you climb above the lagoon to the base of Castle Rock - it's suitable for children.,Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/9184/deliverance-cove-castlepoint-1200.jpg,https://www.doc.govt.nz/link/31C8DA7A-0B29-486D-989F-457B2393CA27.aspx,2018-06-22T04:19:34.000Z
171.7849031,-41.73339129,2058,Denniston walking tracks,Explore the wild and remote environment of the Denniston Plateau. The historic sites provide a glimpse of times gone by. ,Easy,40 min - 6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20069/denniston-baptiste-maryns-1920.jpg,https://www.doc.govt.nz/link/C3B79EE8-C895-4BA0-BE8A-F6DEEB38A3A3.aspx,2018-06-22T04:19:34.000Z
168.3894115,-44.77569133,2059,Diamond Creek Track,The track at Diamond Creek follows the true left bank of the creek to Lake Reid.,Easy,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20292/fishing-on-lake-reid-220.jpg,https://www.doc.govt.nz/link/2E72FB68-5315-4F15-AF62-3A35C8AE7A9B.aspx,2018-06-22T04:19:34.000Z
168.966129,-44.644941,2060,Diamond Lake and Rocky Mountain walks,"Choose from several walks including short, easier options suitable for kids, and enjoy views of Diamond Lake, Lake Wanaka and the surrounding mountains.",Easy,Various times under 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/31021/diamond-lake-220.jpg,https://www.doc.govt.nz/link/0941CEEC-3FCD-4D93-B0C4-55C020D3BD10.aspx,2018-06-22T04:19:34.000Z
169.355005,-44.45757003,2061,Dingle Burn Peninsula Track,The Dingle Burn Peninsula Track is a pleasant walk to the Turihuka Conservation Area. It also provides access into Hāwea Conservation Park via the Dingle Burn and Hunter River Tracks. ,Easy,6 - 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/34603/dingle-burn-peninsula-track-1200.jpg,https://www.doc.govt.nz/link/76F9C995-7C81-4173-BCEC-4EE338404189.aspx,2018-06-22T04:19:34.000Z
169.513451,-44.358808,2062,Dingle Burn Track,A two- to three-day tramping track through an upland valley in Hāwea Conservation Park. It also provides access to Ahuriri Conservation Park. ,Advanced,2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/34553/dingle-burn-track-1200.jpg,https://www.doc.govt.nz/link/83391345-AEFE-4C4E-AFD2-5622A7B0FD68.aspx,2018-06-22T04:19:34.000Z
174.6454256,-36.34569595,2063,"Dome Forest car park to Govan Wilson Rd, Matakana ","A challenging longer walk (7 hrs) through regenerating native forest that is also part of Te Araroa, The Long Pathway. The track starts at the Dome carpark and ends at Govan Wilson Rd, Matakana.  ",Advanced,7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/6508/waiwhiu-stream-crossing-223.jpg,https://www.doc.govt.nz/link/02DD9D7C-5464-4778-9885-D43D548D38A0.aspx,2018-06-22T04:19:34.000Z
174.6130867,-36.361774,2064,Dome Forest car park to lookout ,"Starting from the Dome tearooms carpark, steps lead up along a narrow road reserve to the Dome Forest conservation area.  ",Easy,40 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/6272/dome-forest-walk-223.jpg,https://www.doc.govt.nz/link/861389DE-D0BF-4D33-860B-86FC1E788E2A.aspx,2018-06-22T04:19:34.000Z
174.6292152,-36.36134583,2065,Dome Forest car park to Waiwhiu Grove,From the Dome Forest lookout the track continues to the Dome Summit where you get views of Taranga Island.,Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/6456/dome-trig-223.jpg,https://www.doc.govt.nz/link/18915EA7-3FF7-4381-8612-2352A2952711.aspx,2018-06-22T04:19:35.000Z
175.471081,-40.904241,2066,Donnelly Flat Loop Walk,"The track to Donnelly Flat passes through some of the best mixed podocarp/broadleaf forest in the Tararua Range - this short, easy walk with a picnic area and stream on route is an great option for kids.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/9559/donnelly-flat-220.jpg,https://www.doc.govt.nz/link/AC0B15B9-2DE1-46FF-88BC-860676EC7A7A.aspx,2018-06-22T04:19:35.000Z
167.9656922,-44.93606893,2067,Dore Pass Route,"This challenging tramping route leads from the Milford Road to Glade House on the Milford Track, via Dore Pass. ",Expert,8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63494/dore-pass-waterfall-223.jpg,https://www.doc.govt.nz/link/A30147FD-AAAF-4D85-AC10-D6C5B4110280.aspx,2018-06-22T04:19:35.000Z
171.3274251,-43.31196761,2068,Double Hill access tracks,These easements tracks provide access to the Rakaia Valley side of Hakatere Conservation Park.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/9E9D47B9-0476-408E-AEC2-6FEAFC2A2FA9.aspx,2018-06-22T04:19:35.000Z
172.2632699,-42.53045359,2069,Doubtful valley track & routes,Doubtful valley in Lake Sumner Forest Park can be reached from beside SH 7 (Lewis Pass highway) about 165 km drive from Christchurch. ,"Advanced,Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/18CA4A5E-36FB-4AD9-A13C-3BDE0B33AE5E.aspx,2018-06-22T04:19:35.000Z
172.5713008,-40.94437026,2070,Douglas Range ,The route links the Aorere and Cobb valleys in Golden Bay. It is unmarked and suitable for trampers with a high degree of fitness and off-track experience.,Expert,5-7 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/84443/boulder-lake-1200.jpg,https://www.doc.govt.nz/link/0FBA802C-2C5D-4952-8D3A-BFEDC86EBF26.aspx,2018-06-22T04:19:35.000Z
170.1785537,-43.41584083,2071,Douglas Walk,"This short, easy forest walk passes by a reflective lake and crosses over glacial landforms - it's suitable for children.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16699/douglas-walk-1920.jpg,https://www.doc.govt.nz/link/B760F94A-1110-4BA7-9564-AB90E4BE669A.aspx,2018-06-22T04:19:35.000Z
169.7020696,-44.51277656,2072,Dromedary Hill Track ,It is well worth the effort getting out the car and stretching your legs with a day hike up Dromedary Hill. ,Advanced,6 - 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/119948/dromedary-hill-lca-565.jpg,https://www.doc.govt.nz/link/3A53E87E-7491-4C02-AE67-2DC34905B22E.aspx,2018-06-22T04:19:35.000Z
169.4503962,-44.90707986,2073,Dry Creek Track,"Dry Creek Track provides great backcountry opportunities for short walks, tramping and mountain biking with access to the Dry Creek and Neinei i Kura Conservation areas.",Advanced,4 - 6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/82903/dry-creek-track-1200.jpg,https://www.doc.govt.nz/link/23A42E2E-167A-445D-9168-84D60332566E.aspx,2018-06-22T04:19:36.000Z
167.0811449,-45.67490236,2074,Dusky Track,"This difficult tramping track between Lake Hauroko and Lake Manapouri offers huge lakes, gushing rivers, vast forested valleys and lots of mud for experienced and well equipped trampers.",Advanced,8- 10 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/65565/dusky-track-220.jpg,https://www.doc.govt.nz/link/9AFFA889-7E58-465B-BCDA-2C4C3B2DD16D.aspx,2018-06-22T04:19:36.000Z
168.4273051,-44.71091415,2075,Earnslaw Burn Track,Following Earnslaw Burn through bush to the tussock basin at the head of this valley for impressive views of an icefall on Mt Earnslaw/Pikirakatahi.,Advanced,8 - 12 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20321/earnslaw-burn-1920.jpg,https://www.doc.govt.nz/link/5313E49C-ACB3-40A3-926A-974A940B7880.aspx,2018-06-22T04:19:36.000Z
169.7492925,-44.35532028,2076,East Ahuriri Track,East Ahuriri Track is part of Te Araroa.,Advanced,1 - 2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/119767/east-ahuriri-track-1200.jpg,https://www.doc.govt.nz/link/966E5494-86E6-4698-BF37-1D1E448AA47D.aspx,2018-06-22T04:19:36.000Z
168.0575763,-45.04066381,2077,East Eglinton Track,"This challenging tramping route leads from the Milford Road, up the East Eglinton river valley through beech forest. ",Expert,2 hr one way to river forks,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63498/eglinton-track-1200.jpg,https://www.doc.govt.nz/link/EB22EB80-2CA7-47BC-A579-C7DFF6D6F793.aspx,2018-06-22T04:19:36.000Z
168.8168876,-44.43791344,2078,East Matukituki Valley tracks,The East Matukituki Valley provides interesting day walks and access to several demanding tramping and climbing routes in Mount Aspiring National Park. ,Advanced,3–4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/35413/aspiring-flat-1200.jpg,https://www.doc.govt.nz/link/AE6CE4AD-9A31-4FA1-967E-FADD7B53E03C.aspx,2018-06-22T04:19:36.000Z
171.6564492,-42.93149185,2079,Edwards - Hawdon Route,"This route takes you through spectacular rock-fall, past mountain tarns and over two alpine passes.  ",Expert,2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18962/edwards-hawdon-220.jpg,https://www.doc.govt.nz/link/BBDE97D0-DCAA-42DD-B1F2-B97ACCD19685.aspx,2018-06-22T04:19:36.000Z
171.6810267,-42.87733224,2080,Edwards - Otehake Route,A  transalpine route that mixes the best of east with the wilds of the west. ,Expert,2 - 3 days ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18974/edwards-otehake-220.jpg,https://www.doc.govt.nz/link/22DD9C7A-D166-4BE9-B9A3-C144A63443EF.aspx,2018-06-22T04:19:36.000Z
167.4803499,-45.74512979,2081,Eldrig Peak Route,This quite steep and difficult tramping track leads from the Borland Road through beech forest then into the tops where you can enjoy gorgeous views of Fiordland.,Advanced,4 - 5 hours to tops,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/65516/mt-eldrig-lyn-trewella-565.jpg,https://www.doc.govt.nz/link/40AA9CE6-5853-4C3A-A059-E653C21FCA55.aspx,2018-06-22T04:19:36.000Z
175.8570557,-37.63195699,2082,Eliza Mine Loop Track,Evidence of the past can be savoured today as trampers walk through the Eliza Mine Loop Track.,Advanced,4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19526/eliza-mine-223.jpg,https://www.doc.govt.nz/link/7B35436D-89A2-466E-8B92-401273E9F745.aspx,2018-06-22T04:19:37.000Z
172.6876856,-41.23354609,2083,Ellis Basin Route,Enjoy extensive views of the Ellis Basin and the surrounding mountains on this track to Ellis Hut.,Expert,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/151884/ellis-basin-1200.jpg,https://www.doc.govt.nz/link/A7FDE424-FBB4-41BE-8BD2-CD61860CA830.aspx,2018-06-22T04:19:37.000Z
171.2292257,-43.89648234,2084,Emily Falls and Rata Falls Tracks,Choose between these two waterfall walks.,Easy,45 min one way | 1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/164435/rata-falls-220.jpg,https://www.doc.govt.nz/link/9C3DF436-3A45-4FA4-B083-BDDEB15A23C6.aspx,2018-06-22T04:19:37.000Z
174.2825862,-39.12218737,2085,Everett Park Scenic Reserve walk,"Large grassed areas on the banks of the Manganui River, makes this a popular picnic and swimming area.

",Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25557/Everett-park-scenic-reserve-223.jpg,https://www.doc.govt.nz/link/20071C0C-8B4E-4397-978C-03EE89C7467D.aspx,2018-06-22T04:19:37.000Z
169.9073691,-44.61165851,2086,Ewe Range Track ,The Ewe Range Track provides walking access to the northern end of Oteake Conservation Park.,Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/121471/ewe-range-track-view-565.jpg,https://www.doc.govt.nz/link/AC11C43B-FF73-41F5-A67A-A1EADCD443B8.aspx,2018-06-22T04:19:37.000Z
168.0736692,-44.83017231,2087,Falls Creek Route,"A challenging tramping route from the Milford Road into the Falls Creek valley, surrounded by impressive Fiordland mountains.",Expert,"4 hr to bush edge, 6 - 8 hr to rock bivvy",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63425/falls-creek-sign-223.jpg,https://www.doc.govt.nz/link/30421684-D260-43FD-ACE0-C9B9F89C7F29.aspx,2018-06-22T04:19:37.000Z
175.3343713,-36.52491565,2088,Fantail Bay Track,A tramping track leaves from the Fantail Bay campsite and leads to the bushline where you’ll find outstanding views. ,Advanced,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11812/fantail-bay-thumb.jpg,https://www.doc.govt.nz/link/81556D2A-C150-4F98-BB54-BE8652264D8E.aspx,2018-06-22T04:19:37.000Z
174.0837644,-39.31441218,2089,Fanthams Peak/Panitahi and Syme Hut Track,On a clear day this tramp offers great views up the mountain and down to the Taranaki Ring Plain and the coastline.,"Advanced,Expert",5–6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/5D11877D-97DC-4D26-BCE7-F6FD2F403609.aspx,2018-06-22T04:19:37.000Z
172.7111166,-40.50894122,2090,Farewell Spit and Puponga Farm Park tracks,Choose from shorter walks good for children or longer walks across farmland - discover a lighthouse and a spectacular rugged coastline.,"Easy,Advanced,Expert",Various times under 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/13328/wharariki-1200.jpg,https://www.doc.govt.nz/link/52B5802D-7637-4707-A7F0-23372D9C9E14.aspx,2018-06-22T04:19:38.000Z
173.9725344,-41.18948446,2091,Ferndale tracks,From the Ferndale campsite there is a 15 minute loop track.,Easy,15 min - 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/13024/kenepuru-sound-2-223.jpg,https://www.doc.govt.nz/link/7A4EC3E3-05FD-4D0D-9313-0C500E898A05.aspx,2018-06-22T04:19:38.000Z
175.2425796,-40.89688233,2092,Field Hut and Table Top,The day trip to Table Top is the classic climb to the tops of the western Tararua Range. ,Intermediate,5 – 6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10872/field-hut-223.jpg,https://www.doc.govt.nz/link/F99ECAD9-8ABB-4D1E-9262-7ECA2438166C.aspx,2018-06-22T04:19:38.000Z
176.0745315,-38.76141785,2093,Five Mile Bay and Awaroa Tracks,"These family friendly tracks stretch along the expanse of Five Mile Bay, and are great for either walking or biking.",Easiest,30 min - 1hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/149308/fivemile-1200.jpg,https://www.doc.govt.nz/link/D80CFCDE-933C-4BC3-BECF-8C5EA48D7742.aspx,2018-06-22T04:19:38.000Z
174.936556,-41.34321281,2094,Five Mile Loop Track,This easy track passes through superb groves of mature hard beech in the lower reaches of Graces Stream.,Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/8833/five-mile-loop-track-1200.jpg,https://www.doc.govt.nz/link/04F5D867-3939-4C8D-90F5-EE5A30F45706.aspx,2018-06-22T04:19:38.000Z
172.7343685,-41.19340263,2095,Flora Hut and Mount Arthur Hut tracks,"Walk through beech forest to one of two huts, or combine the tracks for a circuit walk - a great day walk or overnight tramp for families with kids.","Easy,Advanced",Various times under 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/153043/mt-arthur-hut-track-220.jpg,https://www.doc.govt.nz/link/C0576C77-FA95-4F14-8E51-D0C0FA934312.aspx,2018-06-22T04:19:38.000Z
