OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,Shape__Length
4903,North Block Road walks,North Block Road walking tracks include the walk to Triple X Hut and the Swamp Track.,Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20025/trees-223.jpg,https://www.doc.govt.nz/link/89781DD5-5174-47E8-A6ED-14876B159663.aspx,2018-06-22T04:20:18.000Z,1637.762453
4904,Lake Sylvan Track,This well-defined track leads through old moraine river terraces and tall red beech/tawhai raunui to pretty Lake Sylvan in Mount Aspiring National Park. ,Easy,1 hr 40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20301/lake-sylvan-walk-1200.jpg,https://www.doc.govt.nz/link/DE0B62D6-89C6-42DD-9FCE-3E9F107337A2.aspx,2018-06-22T04:19:57.000Z,4991.564867
4905,Ohakune area tramping tracks,Lake Surprise and Old Blyth tramping tracks are 5 hour return hikes you can enjoy in the Ohakune area.,Advanced,4 or 5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/15433/lake-surprise-track-1200.jpg,https://www.doc.govt.nz/link/62D858FC-8606-470C-A81F-05BE32DF87CC.aspx,2018-06-22T04:20:20.000Z,9926.516904
4906,Okere Falls Track,"With viewing platforms that provide great views of magnificent  waterfalls and white water rafters making their way down the Kaituna River, as well as geocaches and glow worms at night, there is plenty to keep kids entertained on this short, easy walk.",Easiest,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16675/okere-falls-track-1200.jpg,https://www.doc.govt.nz/link/9AABA76C-9A42-4D68-9AEC-13A8DB147B42.aspx,2018-06-22T04:20:21.000Z,1394.428578
4907,Okitu Bush Scenic Reserve Walk,This easy track through native bush has creeks for kids to explore and a grassy picnic area close to the car park - it's a great option for families.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18441/okitu-view-hero.jpg,https://www.doc.govt.nz/link/04EB604C-FA3A-48C3-9320-5EB6FF93972D.aspx,2018-06-22T04:20:21.000Z,589.5379086
4908,Okupata Caves,Explore a network of underground passages.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/15029/okupata-cave-tongariro-1920.jpg,https://www.doc.govt.nz/link/C2CD3549-1E99-41FF-B375-759C2494A4D5.aspx,2018-06-22T04:20:21.000Z,140.4723515
4909,Onepoto Caves Track,The 2 hour return walk to Onepoto Caves branches off to various caves in the area. The track then descends into a small valley where you’ll find the largest number of caves on the walk.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19981/onepoto-cave-track-223.jpg,https://www.doc.govt.nz/link/68F67BEB-58EC-4029-9030-1127C8E3C4BE.aspx,2018-06-22T04:20:22.000Z,604.359229
4910,Opapaka Pā Walk,Walk through native forest to the site of a small defensive pā built and used by Ngati Hia in the late eighteenth century.  ,Easy,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/46547/opapaka-pa-1200.jpg,https://www.doc.govt.nz/link/43BB4070-CD93-4AE5-A6C0-F8148E0D88C6.aspx,2018-06-22T04:20:23.000Z,832.2713822
4911,Opepe walks,"Perfect for families and just a short drive from Taupo on SH5, explore native bush and discover local history in this scenic and historic reserve.",Easiest,30 min or 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/141700/opepefamily-dglt-thumb.jpg,https://www.doc.govt.nz/link/74B66E36-EA39-4378-9E41-D1123105A8DC.aspx,2018-06-22T04:20:23.000Z,4305.382387
4912,Opera Point Walk,Opera Point on the Coromandel Peninsula offers a walk on an old tramway line to a pleasant beach.,Easiest,15 min ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11880/opera-point-223.jpg,https://www.doc.govt.nz/link/056C5F55-908D-4EC8-A854-2A14046939D6.aspx,2018-06-22T04:20:23.000Z,1362.962096
4913,Orokonui lagoon walk,Walk around the Orokonui lagoon through native bush and view the natural wetland providing habitat for native fish and foraging birds.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/160937/orokonui-estuary-220.jpg,https://www.doc.govt.nz/link/D2057971-A547-43EC-B536-FA29050133DE.aspx,2018-06-22T04:20:23.000Z,1112.902843
4914,Oromahoe Traverse,"Enjoy lovely forest and sea views on the Oromahoe Traverse, which follows a ridgeline through regenerating hardwood/podocarp forest, linking Oromahoe Road with School Road, near Paihia.",Intermediate,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/24DF2026-6081-46EE-882B-3DC86EE84188.aspx,2018-06-22T04:20:23.000Z,5209.607188
4915,Orongorongo Track,"This popular, easy walk passes through different forest types and has swimming holes at the end of the track - it's ideal for families.",Easy,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/8830/orongorongo-track-turere-stream-thumb.jpg,https://www.doc.govt.nz/link/2FC3CC38-4D01-4EB0-8A2F-57968BFECC58.aspx,2018-06-22T04:20:23.000Z,4821.924975
4916,Ōtamahua/Quail Island tracks,"<p>Explore historic sites such as the ships' graveyard and the quarantine barracks, as well as swimming and waterskiing beaches and a bird-watching barricade.</p><p> The easy grade makes these walks suitable for small children and family groups.</p>","Easiest,Easy",2 hr 30 min for complete island circuit,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17864/quail-island-ship-graveyard-1920.jpg,https://www.doc.govt.nz/link/C7E808C1-B887-48B1-8864-5F0CF6D5A40B.aspx,2018-06-22T04:20:24.000Z,5605.521042
4917,Papa Aroha Walk,Walk through coastal forest to an attractive beach.,Easiest,40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11810/papa-aroha-223.jpg,https://www.doc.govt.nz/link/920E243F-4141-4B27-A5E7-5A8ABFCB9229.aspx,2018-06-22T04:20:26.000Z,484.7834673
4918,Papaitonga Scenic Reserve walks,"Take a short, easy walk around a dune lake with some great spots to enjoy views and look for/listen to birds - it's a good option for kids.",Easiest,10 min | 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/145953/lake-papaitonga-220.jpg,https://www.doc.govt.nz/link/B9223218-C27A-4B10-ABF6-1C0087E52E3B.aspx,2018-06-22T04:20:26.000Z,1426.186743
4919,Parata Walking Track,"Well-formed, Parata Walking Track is suitable for people of most ages and fitness levels. It climbs to a lookout offering views of the coast and Reikorangi Valley.",Easy,1 – 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/10151/hemi-matenga-223.jpg,https://www.doc.govt.nz/link/C22CDF35-6700-46D3-B503-45F1C435751B.aspx,2018-06-22T04:20:27.000Z,2710.364696
4920,Pass Creek Track,This difficult tramping track leads from the Hollyford Road up to Lake Howden on the Routeburn Track.,Advanced,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63435/pass-creek-sign-223.jpg,https://www.doc.govt.nz/link/22F0A1FC-5055-4236-B4FD-009C770EE3A7.aspx,2018-06-22T04:20:27.000Z,2558.600217
4921,Pearl Harbour return via Circle Track,"This tramping track takes you on a pleasant, half-day walk through beech forest near Manapouri, to a hill viewpoint overlooking the lake.",Advanced,3 - 3.5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63552/pearl-harbour-circle-lookout-lschaer-thumb.jpg,https://www.doc.govt.nz/link/B349DB6A-BB46-418F-892A-87E33C3BAE40.aspx,2018-06-22T04:20:28.000Z,6859.124305
4922,Liverpool Track,"Liverpool Track is in the Matukituki Valley, an hour’s drive west from Wanaka. The track starts at Aspiring Hut which you get to on the West Matukituki Track.
",Advanced,5 hr 30 min  - 6 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20272/liverpool-bridge-1920.jpg,https://www.doc.govt.nz/link/7C429040-87F5-42E3-9C53-41505F6300C9.aspx,2018-06-22T04:19:59.000Z,14470.68136
4923,Mangahao Makahika Track,"The Mangahao Makahika Track connects Burtton's Track, which lies between Palmerston North and Shannon, with the Arapaepae Lookout Trail near Levin.",Advanced,"6 - 7 hrs going south, 7- 8 hrs going north",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/29508/mangahao-makahika-223.jpg,https://www.doc.govt.nz/link/C832A31E-B1EC-48D9-A46B-B760D9859C92.aspx,2018-06-22T04:20:02.000Z,12791.54386
4924,Pouakai Range tramping tracks,Explore the rugged range of rolling hills covered in sub alpine bush. ,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/26100/mangorei-track-2-1200.jpg,https://www.doc.govt.nz/link/E41B7D6F-5076-4F9C-9B18-92F0BEFA5EA7.aspx,2018-06-22T04:20:30.000Z,7596.708439
4925,Pukeatua Track,Pukeatua Track connects Otaki Forks to Waikanae.,Advanced,9 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/59067/pukeatua-track-valley-223.jpg,https://www.doc.govt.nz/link/2F88784E-6040-4AFB-86AF-3DD577DBF9E5.aspx,2018-06-22T04:20:31.000Z,14533.15561
4926,Pupu Hydro Walkway,"Retracing an old gold-mining water race, this short walk passes through forest of young beech and rimu to mature podocarps - it's good for children but be sure to supervise them.",Easy,1hr 50 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/15400/pupu-hydro-walkway-1200.jpg,https://www.doc.govt.nz/link/EF8D5C39-98E9-4485-B592-B574CBBF7AAF.aspx,2018-06-22T04:20:31.000Z,5355.20372
4927,Purakaunui Falls Walk,Walk to the well known and often photographed Purakaunui Falls.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/146476/purakaunui-falls-1920.jpg,https://www.doc.govt.nz/link/7DB61453-B5D0-4C80-AFEB-5EB63B227B2B.aspx,2018-06-22T04:20:31.000Z,516.548047
4928,Quartz Creek/Mount Royal Route,Climb up to the summit of Mount Royal (1366 m).,Expert,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/161750/mt-royal-220.jpg,https://www.doc.govt.nz/link/322E7707-0A81-4CE8-8C93-74E5497D96FA.aspx,2018-06-22T04:20:32.000Z,7977.655449
4929,Quartz Reef Point Walk,"Take a short walk to Quartz Reef Point, the best preserved example of herring bone tailings in the country. ",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/27957/quartz-reef-point-1200.jpg,https://www.doc.govt.nz/link/C476F9F4-8C9E-4235-906A-618F8A1AD7B8.aspx,2018-06-22T04:20:32.000Z,1106.282421
4930,Mangorewa Track,"This track passes through a fine example of lowland forest, one of the few areas left unlogged on the Mamaku Plateau.",Expert,5 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/21956364-0C31-40A1-ACC7-33420AEA25BE.aspx,2018-06-22T04:20:04.000Z,7858.156653
4931,Rangitoto Island longer walks,"Explore Rangitoto Island Scenic Reserve on these longer walks. Walk around the coast of Rangitoto, to adjoining Motutapu Island, or continue on from the summit to Islington Bay. ",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/59260/view-of-auckland-1200.jpg,https://www.doc.govt.nz/link/7F926333-5DA2-45CC-AC93-F9EF3C8764BC.aspx,2018-06-22T04:20:33.000Z,7783.190049
4932,Rangitoto Island shorter walks,"Take a short walk around Rangitoto Island Scenic Reserve. Stroll through a kowahi grove or glen of kidney ferns, or walk along the coast to a gull breeding colony. ",Easy,Under 1 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/58908/view-of-auckland-1200-2.jpg,https://www.doc.govt.nz/link/6B1927A2-D09E-4DFE-ADAE-38DA66298B37.aspx,2018-06-22T04:20:33.000Z,1945.604475
4933,Rangiwahia Hut - Deadmans Track,An easy to moderate overnight tramp to Rangiwahia Hut on the Whanahuia Range in Ruahine Forest Park. Return via the open tops and Deadman’s Track.,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/28970/deadmans-track-tops-220.jpg,https://www.doc.govt.nz/link/AF4F2116-F6D6-4590-ABB8-6FE6AE8C2E00.aspx,2018-06-22T04:20:33.000Z,13088.74151
4934,Rees-Dart Track,"See spectacular mountain scenery, forest
and alpine vegetation, glacier-fed rivers and the Dart
Glacier on the Rees-Dart Track.",Advanced,4-5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16011/rees-dart-thumb.jpg,https://www.doc.govt.nz/link/E57F2343-E606-41FF-9CCC-9C8CC0DF1824.aspx,2018-06-22T04:20:34.000Z,84653.26536
4935,Ridge Track,A demanding track suitable for fit walkers. The tramp will take you 2 hours and leads between the Nikau Loop and Mangakawa tracks.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/30580/bridge-223.jpg,https://www.doc.govt.nz/link/ED7A99F4-589F-4112-84E8-F8482107B297.aspx,2018-06-22T04:20:34.000Z,2443.805508
4936,Remutaka Rail Trail,"Built in 1878, this rail route between the Hutt Valley and Featherston is now a gently graded 18 km walk, run or mountain bike ride, with opportunities for camping, swimming and fishing.",Easy,3 hr walk from Kaitoke,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/22709/rimutaka-rail-trail-summit-tunnel-1200.jpg,https://www.doc.govt.nz/link/885769F9-EA1D-44C5-9DC1-BFFA4C931DF4.aspx,2018-06-22T04:20:34.000Z,5345.122932
4937,Riuwaka Resurgence,"Walk to the cave and deep, clear pool where the Riuwaka River emerges from the depths of the Takaka Hill.",Easiest,10 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/146236/riwaka-resurgence-thumb.jpg,https://www.doc.govt.nz/link/480E82A2-27B9-4D8C-9913-BE311729098B.aspx,2018-06-22T04:20:35.000Z,452.6420715
4938,River Walk,Enjoy this pleasant short walk and get a great view of the glacier and the opportunity to cross a historic suspension bridge. ,Easy,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/52577/fox-river-1200.jpg,https://www.doc.govt.nz/link/F025902C-1F54-41B1-BCFA-187A6DAB32E1.aspx,2018-06-22T04:20:35.000Z,1067.392715
4939,River Walk Lookout Track,Enjoy a short journey through the rainforest to a lookout to get a great view of Fox Glacier Te Moeka o Tuawe.,Easiest,20 min ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/57679/river-walk-lookout-223.jpg,https://www.doc.govt.nz/link/F2851817-B681-49B8-B596-A6EC0FBCF476.aspx,2018-06-22T04:20:35.000Z,347.8532139
4940,Rokaiwhenua Stream Walk,Rokaiwhenua Stream Walk is a pleasant and easy 1-hour forest walk you get to from Tamaki Road end in Eastern Ruahine Forest. ,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20061/rata-223.jpg,https://www.doc.govt.nz/link/BEDFD6FE-94B0-4C43-988C-3563CFC4E3DF.aspx,2018-06-22T04:20:35.000Z,2024.435791
4941,Routeburn Track: Earland Falls Track ,"This is a fabulous, easy day walk on the Routeburn Track (a Great Walk), leading to the beautiful Earland Falls with plenty of mountain and valley views along the way.",Intermediate,6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63484/earland-falls-routeburn-track-223.jpg,https://www.doc.govt.nz/link/1580316B-E764-4E05-9DC0-5B7C0AA35803.aspx,2018-06-22T04:20:36.000Z,11140.05051
4942,Ruahine Corner to Rangitane Road,An excellent but strenuous trip in the remote north western Ruahine Forest Park renowned for its scenery and ecological values. Fly in by helicopter and walk out.,Advanced,4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/29008/ruahine-corner-potae-1920.jpg,https://www.doc.govt.nz/link/4D7CBBF9-0EDC-43C0-98B7-E919CBC433AD.aspx,2018-06-22T04:20:36.000Z,18119.66698
4943,Ruapekapeka Pā Track ,"Explore New Zealand's history on this short, easy walk - it's suitable for buggies.",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/19778/Ruapekapeka-223.jpg,https://www.doc.govt.nz/link/A66AB0F6-D734-40F0-A06A-0AF5BEF66534.aspx,2018-06-22T04:20:37.000Z,1424.112756
4944,Ryde Falls tracks,Walk to the five-tier Ryde Falls.,Easy,4–6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/164712/ryde-falls-220.jpg,https://www.doc.govt.nz/link/B85D4F37-F562-4FF9-A4F1-0E8C35860638.aspx,2018-06-22T04:20:37.000Z,8630.909856
4945,Sandfly Bay Track,Walk to Sandfly Bay and combine coastal views with wildlife viewing - kids will love the sand dunes and can earn a Kiwi Guardians medal here too.,Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/161569/sandfly-bay-220.jpg,https://www.doc.govt.nz/link/1BB78367-ECF2-4628-BB6E-193593F99929.aspx,2018-06-22T04:20:37.000Z,573.3151821
4946,Sentinel Rock Lookout Track,A challenging climb to an isolated rock outcrop in the Kaimai Ranges that offers spectacular views across the valley.,Advanced,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/32038/sentinel-rock-223.jpg,https://www.doc.govt.nz/link/0003F164-B679-44A0-AE71-E8C011C60E3B.aspx,2018-06-22T04:20:37.000Z,2525.43211
4947,Sentinel Rock Walk,"Enjoy impressive views of the glacier, the valley and Waiho River from the summit of this short steady climb.",Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/16716/sentinel-rock-1920.jpg,https://www.doc.govt.nz/link/5B2833DE-7D7A-4529-96A4-DCD96B1411BC.aspx,2018-06-22T04:20:37.000Z,227.2872097
4948,Seven Mile Track/Wilson Bay Track,Walk or bike through regenerating bush and pine forest with views of Wilson Bay.,Easy,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20122/wilson-bay-1920.jpg,https://www.doc.govt.nz/link/0E9C86E5-DD6E-4ED1-B5F6-76A0F1AC6779.aspx,2018-06-22T04:20:37.000Z,2784.630441
4949,Shirt Tail Track,A track climbing through beech forest following the Shirt Tail Stream in Kingston.,Advanced,1 - 1.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/61465/shirtfront-track223.jpg,https://www.doc.govt.nz/link/4464DC55-CC15-4444-8FDF-C178E3432850.aspx,2018-06-22T04:20:38.000Z,905.2593963
4950,Six Foot Track,This is an easy walk to Framptons Hut and on to the Waima Main Range Track.,Advanced,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo-220x140.jpg,https://www.doc.govt.nz/link/464D0FE3-276F-4A9C-B820-2953E94DC87B.aspx,2018-06-22T04:20:38.000Z,3786.092783
4951,St Paul's Rock Track,"This track climbs up to St Paul's Rock, which stands high above Whangaroa township and provides spectacular views of the Whangaroa Harbour. It's suitable for those with moderate fitness.",Easy,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17183/st-pauls-volcanic-plug-223.jpg,https://www.doc.govt.nz/link/3CB0E26C-9453-4009-A988-CBB605D38FDA.aspx,2018-06-22T04:20:39.000Z,665.0760631
4952,Studholme Bush Scenic Reserve tracks,"Enjoy a wide range of tracks, from an easy, fun cycle with the family along Railway Track, to a steep 50-minute walk to the Whitehorse monument with great views out over Waimate.",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/146533/mt-studholme-view-1200-783.jpg,https://www.doc.govt.nz/link/2422CB81-C4FB-412E-8333-049330138412.aspx,2018-06-22T04:20:40.000Z,7490.272392
4953,Sugarloaf/Rockburn Track,This marked track traverses moraine through beech forest from Lake Sylvan.,Advanced,8-11 hr (Routeburn carpark - Lake Sylvan),Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/20324/view-from-sugarloaf-1200.jpg,https://www.doc.govt.nz/link/B5EDD0E1-0D5B-4CAC-B2C7-3B37DB1113E4.aspx,2018-06-22T04:20:40.000Z,4542.668223
4954,Talbot Forest Scenic Reserve tracks,These short walks in and around Talbot Forest Scenic Reserve are ideal for families. There are four short walks through the forest which interconnect with roads around the reserve.,Easiest,5 - 10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/24163/kahikatea-track-thumb.jpg,https://www.doc.govt.nz/link/F99DE345-9D81-44D0-9ADB-12740FEC9891.aspx,2018-06-22T04:20:41.000Z,1777.598835
4955,Tāne Mahuta Walk,"Visit New Zealand's largest known living kauri tree, Tāne Mahuta on this short, easy walk suitable for buggies and children.",Easiest,5 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17650/tane-mahuta-1200.jpg,https://www.doc.govt.nz/link/CC1BF357-4C59-4245-ACA6-F4E7ED658CE4.aspx,2018-06-22T04:20:42.000Z,125.5956702
4956,Tangihua Forest Nature Walk,This family friendly nature walk winds through native forest and takes just over an hour one way. ,Easy,1 hr 5 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17473/Tangihua-fungi.jpg,https://www.doc.govt.nz/link/F7CEB8F9-22FE-423B-B719-5743A662131E.aspx,2018-06-22T04:20:42.000Z,587.1722634
4957,Tarawera Falls Track,"The track runs between the Waterfall road carpark to the spectacular falls, where water surges out of fissures in a high cliff face.",Easiest,20 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17068/tarawera-falls-1200.jpg,https://www.doc.govt.nz/link/B36DF1C9-D964-43B7-8FEE-DB880864D594.aspx,2018-06-22T04:20:42.000Z,798.2801134
4958,Tarawera Outlet to Falls Track,See the Tarawera River disappearing underground at various sites before it re-emerges through the spectacular Tarawera Falls through narrow fissures in a fractured rhyolite lava cliff.,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17089/tarawera-falls-rainbow-1200.jpg,https://www.doc.govt.nz/link/1EC80C11-2181-4393-AEF2-73F1815191D6.aspx,2018-06-22T04:20:42.000Z,5062.101945
4959,Tarn Hut tracks,These tracks can be combined to form a circuit walk to Tarn Hut. ,Advanced,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/146045/libburn-hill-220.jpg,https://www.doc.govt.nz/link/FE6EDD17-EB6A-4560-926E-C995F1EB99A0.aspx,2018-06-22T04:20:43.000Z,22622.30352
4960,Tauranga Loop Track,This walking track crosses the historic Tauranga Bridge and passes alongside the Tauranga Stream. ,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/25700/tauranga-bridge-waioeka-gallery.jpg,https://www.doc.govt.nz/link/0D98BD2A-1E05-4E0E-BDDE-3FF84E19130F.aspx,2018-06-22T04:20:43.000Z,4670.149993
4961,Te Ara a Waiau Walkway/Cycleway,Walk or cycle through bush from Franz Josef township to the Franz Josef Glacier car park. ,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/52539/te-ara-a-waiau-walkway-1200.jpg,https://www.doc.govt.nz/link/D00301A3-D63B-49E5-BC57-1A197EF0B044.aspx,2018-06-22T04:20:44.000Z,3681.260924
4962,Te Hapua Bay Track,"Located on the western shore of Lake Taupo, this track allows walking access to one of the most stunning bays on the lake.  ",Advanced,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/148739/tehapua-1200.jpg,https://www.doc.govt.nz/link/86B9317C-72CB-439B-BF96-F3F0B98EC34A.aspx,2018-06-22T04:20:44.000Z,462.9227171
4963,Te Henga Walkway,The cliff top walk from Bethells Beach (Te Henga) to south of Muriwai Beach (or reverse) reveals stunning views of Auckland's wild west coast. ,"Easy,Intermediate",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/5782/te-henga-walkway-1200.jpg,https://www.doc.govt.nz/link/0B6BB2C8-E371-4236-BFEF-A8354AAA41AF.aspx,2018-06-22T04:20:44.000Z,9554.48065
4964,Te Reinga Scenic Reserve Walk,This short track takes you to lookout with views of the spectacular Te Reinga Falls.,Easiest,5 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/18844/falls-1200.jpg,https://www.doc.govt.nz/link/F439B701-21C2-4DCE-80B3-B6810DE2DAFD.aspx,2018-06-22T04:20:45.000Z,169.6237935
4965,Te Weheka Walkway/Cycleway,Walk or cycle through bush from Fox Glacier township to the Fox Glacier car park.,Easy,2 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/55456/te-weheka-1200.jpg,https://www.doc.govt.nz/link/8C455C18-DC92-4668-A8FD-F598B4CDE224.aspx,2018-06-22T04:20:45.000Z,4459.970105
4966,Terrace Walk ,The walk provides a good introduction to the rainforest of the Glacier Region as well and an opportunity to see glow worms after dark - it's a great option with children.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17971/terrace-walk-226.jpg,https://www.doc.govt.nz/link/C2AC3019-D8E1-45FF-9142-A1FE696CB218.aspx,2018-06-22T04:20:46.000Z,779.2995339
4967,The Chasm Walk,"Dramatic views of powerful waterfalls and water-sculpted shapes in the rocks will keep kids interested on this short, easy walk.",Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/63417/the-chasm-223.JPG,https://www.doc.govt.nz/link/9CFE7802-DDB6-4952-B746-F2E17EBB9D98.aspx,2018-06-22T04:20:46.000Z,421.0406688
4968,Toatoa Walk,You can see fine examples of toatoa (blue celery pine) and other podocarps on this short walk in Waipoua Forest.,Easiest,10 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/17669/fern-log-223.jpg,https://www.doc.govt.nz/link/FD345403-5712-4AC5-832A-91CAEA4841B4.aspx,2018-06-22T04:20:47.000Z,198.7856121
4969,Tohumoana Lookout Track ,"This bush walk at Mimiwhangata offers superb views of Mimiwhangata, the coast and the Poor Knights Islands:",Easy,1 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/28963/waikahoa-bay-223.jpg,https://www.doc.govt.nz/link/939DF875-A34B-4700-A892-92DA5C4364D2.aspx,2018-06-22T04:20:47.000Z,4331.692699
4970,Tokaanu Thermal Walk,"See steaming hot mineral pools and spluttering mud pools on this short, easy walk - it's a good option for children but be sure to supervise them. 
",Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/14932/tokaanu-jaygeeknz-1200.jpg,https://www.doc.govt.nz/link/34E96189-8C60-483C-9259-667BC35387FD.aspx,2018-06-22T04:20:47.000Z,579.0743486
4971,Tokatea Lookout Walking Track,"A short, steep track from the summit of Kennedy Bay Road, Coromandel Peninsula, leads to the Tokatea Lookout. ",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/pagefiles/11877/tokatea-track-lookout-1200.jpg,https://www.doc.govt.nz/link/6E4EE17A-3563-4EB4-8F6A-DF233E03D330.aspx,2018-06-22T04:20:47.000Z,316.6597928
